method,query_id,unans_type,question,reason_unanswerable,answer
react,uq_0044,commodity_not_covered,Bagaimana standar budidaya vanili untuk petani transmigran?,Vanili tidak ada di corpus.,"The user is asking about vanilla cultivation standards for transmigration farmers. This implies a need for information on best practices for vanilla farming, potentially tailored for smallholder farmers or specific Indonesian contexts if available. I should search for general vanilla cultivation standards first, and then try to refine if there's specific information for transmigration or smallholder farmers in Indonesia."
react,uq_0045,commodity_not_covered,Apa kriteria mutu jambu mete dalam program pengembangan komoditas transmigrasi?,Jambu mete tidak ada di corpus.,"The user is asking about the quality criteria for cashew nuts (jambu mete) specifically within the context of transmigration commodity development programs. This implies I need to look for standards or criteria that might be specific to these programs or general Indonesian agricultural standards for cashew nuts that would apply. I will start by searching for ""kriteria mutu jambu mete Indonesia"" or ""standar mutu jambu mete transmigrasi"" to see if I can find any official documents or guidelines."
react,uq_0046,out_of_domain_mixing,Bagaimana prosedur perizinan usaha pertambangan nikel di kawasan transmigrasi?,"Pertambangan bukan cakupan corpus (fokus: profil kawasan, standar komoditas, layanan, regulasi transmigrasi).",The user is asking about the procedure for obtaining a nickel mining business permit specifically within transmigration areas. This requires understanding both mining permit procedures and any special considerations or restrictions for transmigration areas. I need to find information that links these two aspects.
react,uq_0047,out_of_domain_mixing,Apa syarat pengajuan Kredit Usaha Rakyat (KUR) untuk petani transmigran?,Skema pembiayaan perbankan KUR tidak dibahas di corpus.,The user is asking about the requirements for Kredit Usaha Rakyat (KUR) for transmigration farmers. I need to find general KUR requirements and then check if there are any specific additional requirements or considerations for transmigration farmers.
react,uq_0048,out_of_domain_mixing,Bagaimana prosedur pendaftaran BPJS Kesehatan bagi warga transmigran?,BPJS Kesehatan (domain kesehatan) tidak dibahas di corpus.,"The user is asking about the registration procedure for BPJS Kesehatan for transmigration residents. I need to find information on how transmigrants can register for BPJS Kesehatan. This might involve specific procedures or considerations for this group. I will start by searching for ""prosedur pendaftaran BPJS Kesehatan transmigran"" or similar terms."
react,uq_0049,out_of_domain_mixing,Apa ketentuan pajak UMKM bagi pelaku usaha di kawasan transmigrasi?,Perpajakan tidak dibahas di corpus.,"Berdasarkan peraturan perpajakan yang berlaku di Indonesia, tidak ada ketentuan pajak UMKM khusus yang membedakan pelaku usaha di kawasan transmigrasi. Ketentuan pajak UMKM yang berlaku adalah sama secara nasional untuk seluruh wilayah Indonesia.

Mengacu pada Peraturan Pemerintah (PP) Nomor 55 Tahun 2022 tentang Penyesuaian Pengaturan di Bidang Pajak Penghasilan, ketentuan pajak UMKM adalah sebagai berikut:
1.  **Tarif PPh Final 0,5%**: Pelaku usaha UMKM dengan peredaran bruto (omzet) sampai dengan Rp 4,8 miliar dalam satu tahun pajak dikenakan Pajak Penghasilan (PPh) final sebesar 0,5% dari omzet bruto per bulan.
2.  **Pengecualian untuk Wajib Pajak Orang Pribadi**: Wajib Pajak orang pribadi yang memiliki peredaran bruto sampai dengan Rp 500 juta dalam satu tahun pajak dikecualikan dari pengenaan PPh atas bagian peredaran bruto tersebut. Artinya, mereka tidak dikenakan PPh final 0,5% sampai batas omzet Rp 500 juta per tahun.

Ketentuan ini berlaku untuk semua wajib pajak UMKM di Indonesia, termasuk bagi pelaku usaha yang beroperasi di kawasan transmigrasi."
react,uq_0050,out_of_domain_mixing,Bagaimana prosedur perizinan usaha pariwisata di kawasan transmigrasi?,"Pariwisata hanya pernah muncul sebagai skenario kebijakan hasil generate SR di contoh kualitatif paper, bukan fakta dari dokumen sumber.","The user is asking about the procedure for obtaining a tourism business permit in transmigration areas. This requires finding specific administrative information, likely from government regulations or official guidelines related to transmigration areas and business licensing. I will start by searching for general information on business permits in transmigration areas, and then narrow down to tourism if necessary."
react,uq_0051,out_of_domain_mixing,Apa syarat pendirian sekolah menengah kejuruan di kawasan transmigrasi?,Pendidikan formal (SMK) tidak dibahas di corpus.,"The user is asking about the requirements for establishing a vocational high school (SMK) in a transmigration area. This is a specific regulatory question. I need to search for official regulations or guidelines regarding the establishment of SMKs, and then see if there are any specific additional requirements or considerations for transmigration areas. I will start with a broad search for SMK establishment requirements."
react,uq_0052,out_of_domain_mixing,Bagaimana skema investasi pembangkit listrik tenaga surya di kawasan transmigrasi?,Energi terbarukan tidak dibahas di corpus.,"The user is asking about the investment scheme for solar power plants in transmigration areas in Indonesia. This requires finding information that links solar power investment models with the specific context and characteristics of transmigration areas. I will start by searching for general information on solar power investment in Indonesia, and then try to narrow it down to transmigration areas or rural electrification initiatives that might apply to transmigration."
react,uq_0053,out_of_domain_mixing,Apa prosedur perizinan eksplorasi minyak dan gas bumi di kawasan transmigrasi?,Migas tidak dibahas di corpus.,The user is asking about the licensing procedures for oil and gas exploration in Indonesian transmigration areas. This requires understanding both general oil and gas exploration permitting and any specific regulations or considerations for transmigration areas. I need to find information on the relevant laws and regulations.
react,uq_0054,out_of_domain_mixing,Bagaimana ketentuan pembangunan jalan tol yang melintasi kawasan transmigrasi?,Infrastruktur jalan tol tidak dibahas di corpus.,"The user is asking about the regulations for building toll roads that cross transmigration areas. This is a specific legal/policy question. I need to search for regulations or guidelines that address infrastructure development, land acquisition, or spatial planning specifically concerning transmigration areas when a major project like a toll road is involved. I will start with a broad search and then narrow it down if needed."
react,uq_0055,out_of_domain_mixing,Apa syarat pendaftaran perguruan tinggi negeri baru di kawasan transmigrasi?,Perguruan tinggi tidak dibahas di corpus.,"The user is asking about the registration requirements for *new* state universities *in transmigration areas*. This is a very specific scenario. I need to first determine if such a category of universities exists and then look for their specific registration requirements. It's possible that universities in transmigration areas follow general national university admission rules, or that there are no ""new"" state universities specifically designated as such with unique rules. I will start by searching for information on state universities in transmigration areas and their admission processes."
react,uq_0056,out_of_domain_mixing,Bagaimana prosedur izin usaha perikanan tangkap laut dalam bagi warga transmigran?,Perikanan tangkap laut dalam berbeda dari budidaya udang tambak yang ada di corpus.,"The user is asking about the procedure for obtaining a deep-sea fishing business permit for transmigrants. This is a very specific question that requires knowledge of Indonesian regulations for fishing permits, especially for deep-sea fishing, and any particular provisions or facilitations for transmigrants. I should start by searching for general information on deep-sea fishing permits in Indonesia and then try to narrow down if there are specific procedures or considerations for transmigrants."
react,uq_0057,out_of_domain_mixing,Apa ketentuan perbankan syariah untuk pembiayaan usaha transmigran?,Perbankan syariah tidak dibahas di corpus.,"The user is asking about Sharia banking provisions for financing transmigration businesses. This requires finding information that specifically links Sharia banking principles or products with the financing needs of transmigrants. I will start by searching for general information on Sharia banking financing for small businesses or agriculture, and then try to narrow it down to transmigration if possible."
react,uq_0058,out_of_domain_mixing,Bagaimana regulasi e-commerce untuk produk UMKM kawasan transmigrasi?,E-commerce tidak dibahas di corpus.,"The question asks about e-commerce regulations for MSME products in transmigration areas. This requires understanding general e-commerce regulations in Indonesia, specific policies for MSMEs, and any particular provisions or support related to transmigration areas concerning e-commerce. I will start by searching for general e-commerce regulations and then look for specific policies for UMKM and transmigration areas."
react,uq_0059,out_of_domain_mixing,Apa syarat pendirian rumah sakit tipe C di kawasan transmigrasi?,Fasilitas kesehatan tingkat lanjut (RS tipe C) tidak dibahas di corpus.,"Syarat pendirian rumah sakit tipe C di kawasan transmigrasi mengacu pada Peraturan Menteri Kesehatan Republik Indonesia Nomor 3 Tahun 2020 tentang Klasifikasi dan Perizinan Rumah Sakit. Peraturan ini tidak membedakan persyaratan khusus untuk kawasan transmigrasi, sehingga persyaratan umum yang berlaku adalah sebagai berikut:

1.  **Lokasi:** Harus sesuai dengan rencana tata ruang wilayah dan memiliki aksesibilitas yang baik.
2.  **Bangunan:** Harus memenuhi standar teknis bangunan rumah sakit, termasuk aspek keselamatan pasien dan pekerja.
3.  **Prasarana:** Meliputi ketersediaan air bersih, listrik, pengelolaan limbah, sistem komunikasi, dan gas medis yang memadai.
4.  **Peralatan:** Peralatan medis harus sesuai dengan standar pelayanan rumah sakit tipe C.
5.  **Ketenagaan:** Minimal harus memiliki dokter spesialis dasar (penyakit dalam, bedah, anak, obgyn), dokter umum, perawat, dan tenaga kesehatan lainnya sesuai standar yang ditetapkan.
6.  **Pelayanan:** Minimal harus menyediakan 4 pelayanan spesialis dasar dan pelayanan penunjang medis yang diperlukan.
7.  **Administrasi:** Memenuhi persyaratan administrasi dan perizinan yang berlaku."
react,uq_0060,out_of_domain_mixing,Bagaimana prosedur sertifikasi halal untuk produk olahan komoditas di kawasan transmigrasi?,Sertifikasi halal tidak dibahas di corpus.,"The user is asking about the procedure for halal certification for processed commodity products in transmigration areas. I need to find information on the general halal certification process in Indonesia and then look for any specific provisions, support, or simplified procedures for businesses in transmigration areas or for SMEs, which are common in such areas."
selfrag,uq_0002,province_not_in_corpus,Apa status IPKT 2023 untuk kawasan transmigrasi di Provinsi Jawa Barat?,Jawa Barat tidak ada di corpus.,Informasi mengenai status IPKT 2023 untuk kawasan transmigrasi di Provinsi Jawa Barat tidak
selfrag,uq_0005,province_not_in_corpus,"Apa kriteria penetapan kawasan transmigrasi ""Makmur Jaya"" di Provinsi Nusa Tenggara Barat?",NTB tidak ada di corpus (hanya NTT yang tercakup); nama kawasan fiktif.,"Informasi mengenai kriteria penetapan kawasan transmigrasi ""Makmur Jaya"" di Provinsi Nusa"
selfrag,uq_0008,province_not_in_corpus,"Berapa skor IPKT kawasan transmigrasi ""Sejahtera Mulya"" di Provinsi Lampung?",Lampung tidak ada di corpus; nama kawasan fiktif.,"Informasi mengenai skor IPKT kawasan transmigrasi ""Sejahtera Mulya"" di Provinsi Lampung tidak"
selfrag,uq_0009,province_not_in_corpus,Sebutkan desa-desa target di kawasan transmigrasi Provinsi Sumatera Barat.,Sumatera Barat tidak ada di corpus (hanya Sumut & Sumsel).,"Berdasarkan bukti yang diberikan, terdapat dua kawasan transmigrasi di Provinsi Sumatera Barat:"
selfrag,uq_0015,province_not_in_corpus,Berapa jumlah desa dengan status IDM Berkembang di kawasan transmigrasi Provinsi Banten?,Banten tidak ada di corpus.,Informasi mengenai jumlah desa dengan status IDM Berkembang di kawasan transmigrasi Provinsi B
selfrag,uq_0016,regulation_not_covered,Apa isi Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian?,"UU yang ada di corpus adalah UU No. 29/2009, bukan UU No. 15/1997.",Undang-Undang Nomor 15 Tahun 1997 mengatur tentang Ket
selfrag,uq_0017,regulation_not_covered,Apa perubahan utama dalam Peraturan Pemerintah Nomor 3 Tahun 2014 tentang Pelaksanaan Undang-Undang Ketransmigrasian?,"PP yang ada di corpus adalah PP No. 19/2024, bukan PP No. 3/2014.",Perubahan utama dalam Peraturan Pemerintah Nomor 3 Tahun 2014 tentang Pelaksanaan
selfrag,uq_0019,regulation_not_covered,Apa ketentuan dalam Peraturan Presiden Nomor 50 Tahun 2018 tentang Percepatan Pembangunan Kawasan Transmigrasi?,Tidak ada Perpres apa pun di corpus.,"Berdasarkan bukti yang diberikan, Peraturan Presiden Nomor 50 Tahun 201"
selfrag,uq_0024,regulation_not_covered,Apa perubahan aturan pendaftaran transmigrasi menurut Peraturan Menteri Transmigrasi Nomor 5 Tahun 2015?,Permentrans No. 5/2015 tidak ada di corpus.,"Berdasarkan bukti yang diberikan:
*   **Bukti 1 (Permentrans_"
selfrag,uq_0042,commodity_not_covered,Sebutkan teknik budidaya pisang untuk kawasan transmigrasi.,Pisang tidak ada di corpus.,"Berdasarkan bukti yang diberikan, teknik budidaya pisang yang disebutkan adalah sebagai penaung sementara,"
selfrag,uq_0052,out_of_domain_mixing,Bagaimana skema investasi pembangkit listrik tenaga surya di kawasan transmigrasi?,Energi terbarukan tidak dibahas di corpus.,"Berdasarkan bukti yang diberikan, tidak ada skema investasi spesifik untuk pembangkit listrik tenaga surya"
selfrag,uq_0057,out_of_domain_mixing,Apa ketentuan perbankan syariah untuk pembiayaan usaha transmigran?,Perbankan syariah tidak dibahas di corpus.,"Berdasarkan bukti yang diberikan, tidak ada ketentuan spesifik mengenai perbankan syariah untuk pem"
selfrag,uq_0058,out_of_domain_mixing,Bagaimana regulasi e-commerce untuk produk UMKM kawasan transmigrasi?,E-commerce tidak dibahas di corpus.,"Berdasarkan bukti yang tersedia, tidak ada rincian spesifik mengenai regulasi e-commerce yang"
flare,uq_0005,province_not_in_corpus,"Apa kriteria penetapan kawasan transmigrasi ""Makmur Jaya"" di Provinsi Nusa Tenggara Barat?",NTB tidak ada di corpus (hanya NTT yang tercakup); nama kawasan fiktif.,"Penetapan kawasan transmigrasi ""Makmur Jaya"" di Provinsi Nusa Tenggara Barat tidak dapat dijelaskan secara spesifik berdasarkan bukti yang diberikan. Namun, secara umum"
flare,uq_0006,province_not_in_corpus,Bandingkan status kawasan transmigrasi di Provinsi Aceh dan Provinsi Riau berdasarkan IPKT 2023.,Aceh dan Riau tidak ada di corpus.,"Berdasarkan IPKT 2023, status kawasan transmigrasi di Provinsi Aceh dan Provinsi R"
flare,uq_0007,province_not_in_corpus,Apa saja program layanan transmigrasi yang tersedia di Provinsi DI Yogyakarta?,"DIY tidak ada di corpus (layanan_* files yang ada: Grobogan, Bondowoso, Sleman, Solo).","Provinsi DI Yogyakarta menyediakan berbagai program layanan transmigrasi untuk memfas ilitasi pendaftaran program transmigrasi. Layanan ini juga mencakup layanan pendaftaran program transmigrasi. Selain itu, terkait dengan penempatan , terkait dengan penempatan, Provinsi DI Yogyakarta menerapkan kebijakan baru ""rasakan dulu, baru tempatkan"". Kebijakan ini menegaskan bahwa penempatan warga transmigran tidak akan dilakukan sebelum lokasi tersebut dinyatakan layak secara langsung oleh para pengambil keputusan."
flare,uq_0008,province_not_in_corpus,"Berapa skor IPKT kawasan transmigrasi ""Sejahtera Mulya"" di Provinsi Lampung?",Lampung tidak ada di corpus; nama kawasan fiktif.,"Untuk mendapatkan skor IPKT kawasan transmigrasi ""Sejahtera Mulya"" Untuk mendapatkan skor IP"
flare,uq_0009,province_not_in_corpus,Sebutkan desa-desa target di kawasan transmigrasi Provinsi Sumatera Barat.,Sumatera Barat tidak ada di corpus (hanya Sumut & Sumsel).,Desa-desa target di kawasan transmigrasi Provinsi Sumatera Barat meliputi: Berikut adalah prediksi kalimat selanjutnya
flare,uq_0011,province_not_in_corpus,Bagaimana prioritas intervensi untuk kawasan transmigrasi di Provinsi Bangka Belitung?,Bangka Belitung tidak ada di corpus.,Prioritas intervensi untuk kawasan transmigrasi di Provinsi Bangka Bel itung adalah sebagai berikut:
flare,uq_0013,province_not_in_corpus,Apa status IPKT dan jumlah rumah tangga di kawasan transmigrasi Provinsi Papua Barat Daya?,"Papua Barat Daya (provinsi hasil pemekaran 2022) tidak ada di corpus, walau 'Papua' (provinsi induk lama) ada — sengaja mirip untuk menguji false-positive retrieval.",Status IPKT dan jumlah rumah tangga di kawasan transmigrasi Provinsi Papua Barat Daya adalah
flare,uq_0016,regulation_not_covered,Apa isi Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian?,"UU yang ada di corpus adalah UU No. 29/2009, bukan UU No. 15/1997.",Undang-Undang Nomor 15 Tahun 199 7 tentang Ketransmigras
flare,uq_0017,regulation_not_covered,Apa perubahan utama dalam Peraturan Pemerintah Nomor 3 Tahun 2014 tentang Pelaksanaan Undang-Undang Ketransmigrasian?,"PP yang ada di corpus adalah PP No. 19/2024, bukan PP No. 3/2014.",Peraturan Pemerintah Nomor 3 Tahun 2014 membawa beberapa perubahan karena sudah tidak sesuai dengan perkembangan dan kebutuhan di masyarakat sehingga ...sehingga perlu
flare,uq_0018,regulation_not_covered,Sebutkan isi Peraturan Menteri Transmigrasi Nomor 12 Tahun 2019 tentang Standar Pelayanan Minimal Kawasan Transmigrasi.,"Permentrans yang ada di corpus adalah No. 1/2024, 1/2025, 8/2025 — bukan No. 12/2019.",Peraturan Menteri Transmigrasi Nomor 12 Tahun 201 9 tentang Standar Pelayanan Minimal Kawasan Transmigrasi. Berikut adalah prediksi kalimat selanjutnya
flare,uq_0019,regulation_not_covered,Apa ketentuan dalam Peraturan Presiden Nomor 50 Tahun 2018 tentang Percepatan Pembangunan Kawasan Transmigrasi?,Tidak ada Perpres apa pun di corpus.,Peraturan Presiden Nomor 50 Tahun 2018 tentang Perce atan dan Integrasi Penyelenggaraan Transmigrasi. Peraturan Presiden Nomor 50 Tahun 2018 mengatur tentang percepatan pembangunan kawasan
flare,uq_0020,regulation_not_covered,Bagaimana isi Peraturan Menteri Desa Nomor 91 Tahun 2016 tentang Status Perkembangan Desa?,Regulasi ini disebut sebagai contoh kualitatif di paper (Fig. 4) tapi teks lengkapnya tidak ada sebagai dokumen tersendiri di corpus.,Peraturan Menteri Desa Nomor 91 Tahun 2016 Next sentence: mengatur
flare,uq_0021,regulation_not_covered,Apa isi SNI 7331:2019 tentang mutu biji kopi?,"SNI yang ada di corpus adalah SNI 8926 dan SNI 6232:2025, bukan SNI 7331:2019.","Transmigrasi di Indonesia adalah program pemerintah yang bertujuan untuk memindahkan penduduk dari daerah The partial answer provided ("""
flare,uq_0022,regulation_not_covered,Sebutkan pasal-pasal penting dalam Undang-Undang Nomor 2 Tahun 1972 tentang Transmigrasi.,UU No. 2/1972 tidak ada di corpus.,Beberapa pasal penting dalam Undang-Undang Nomor 2 Tahun 1972 tentang Trans
flare,uq_0027,regulation_not_covered,Sebutkan isi Peraturan Menteri Transmigrasi Nomor 20 Tahun 2022 tentang Tata Kelola Data Kawasan Transmigrasi.,Permentrans No. 20/2022 tidak ada di corpus.,Peraturan Menteri Transmigrasi Nomor 20 Tahun 20 22 tentang Tata Kelola
flare,uq_0032,commodity_not_covered,Bagaimana panduan budidaya tembakau untuk petani transmigran?,Tembakau tidak ada di corpus.,Panduan budidaya tembakau untuk petani transmigran mencakup tah apan-tahapan penting mulai
flare,uq_0034,commodity_not_covered,Sebutkan teknik budidaya cengkeh yang direkomendasikan untuk kawasan transmigrasi.,Cengkeh tidak ada di corpus.,Teknik budidaya cengkeh yang direkomendasikan untuk kawasan trans migrasi adalah pemilihan lokasi yang tepat
flare,uq_0035,commodity_not_covered,Apa standar pengolahan pala di kawasan transmigrasi Maluku?,Pala tidak ada di corpus meski Maluku (provinsinya) ada — menguji apakah sistem 'memaksakan' jawaban dari konteks regional yang salah komoditas.,Standar pengolahan pala di kawasan transmigrasi Maluku meliputi beberapa tahapan kunci
flare,uq_0036,commodity_not_covered,Bagaimana pedoman budidaya kapas untuk program transmigrasi?,Kapas tidak ada di corpus.,Pedoman budidaya kapas untuk program transmigrasi dirancang untuk membantu trans migran dalam mengembangkan usaha pertanian kapas
flare,uq_0038,commodity_not_covered,Sebutkan panduan budidaya kentang untuk petani transmigran dataran tinggi.,Kentang tidak ada di corpus.,Berikut adalah panduan budidaya kentang yang disesuaikan untuk petani transmig
flare,uq_0040,commodity_not_covered,Bagaimana pedoman budidaya rumput laut di kawasan transmigrasi pesisir?,Rumput laut tidak ada di corpus (yang ada dari sektor perairan hanya udang).,Pedoman budidaya rumput laut di kawasan transmigrasi pes isir mencakup beberapa aspek penting
flare,uq_0041,commodity_not_covered,Apa standar budidaya singkong/ubi kayu di kawasan transmigrasi?,Singkong/ubi kayu tidak ada di corpus.,Standar budidaya singkong/ubi kayu di kawasan transmigrasi Berikut adalah prediksi kalimat selanjutnya:
flare,uq_0042,commodity_not_covered,Sebutkan teknik budidaya pisang untuk kawasan transmigrasi.,Pisang tidak ada di corpus.,Teknik budidaya pisang untuk kawasan transmigrasi meliputi: Berikut adalah prediksi kalimat selanjutnya:
flare,uq_0043,commodity_not_covered,Apa pedoman budidaya kelapa (non-sawit) di kawasan transmigrasi?,Kelapa biasa (kopra) tidak ada di corpus — hanya kelapa sawit.,Pedoman budidaya kelapa (non-sawit) di kawasan transmigrasi menc
flare,uq_0044,commodity_not_covered,Bagaimana standar budidaya vanili untuk petani transmigran?,Vanili tidak ada di corpus.,Standar budidaya vanili untuk petani transmigran mencakup ser Standar budidaya vanili
flare,uq_0045,commodity_not_covered,Apa kriteria mutu jambu mete dalam program pengembangan komoditas transmigrasi?,Jambu mete tidak ada di corpus.,Kriteria mutu jambu mete dalam program pengembangan komoditas transmig Kriteria mutu jambu mete dalam program pengembangan komoditas transmigrasi Kriteria mutu jambu
flare,uq_0046,out_of_domain_mixing,Bagaimana prosedur perizinan usaha pertambangan nikel di kawasan transmigrasi?,"Pertambangan bukan cakupan corpus (fokus: profil kawasan, standar komoditas, layanan, regulasi transmigrasi).",Prosedur perizinan usaha pertambangan nikel di Next sentence: Prosedur
flare,uq_0047,out_of_domain_mixing,Apa syarat pengajuan Kredit Usaha Rakyat (KUR) untuk petani transmigran?,Skema pembiayaan perbankan KUR tidak dibahas di corpus.,"Untuk mengajukan Kredit Usaha Rakyat (KUR), petani transmigran perlu memenuhi persyaratan umum dan khusus"
flare,uq_0048,out_of_domain_mixing,Bagaimana prosedur pendaftaran BPJS Kesehatan bagi warga transmigran?,BPJS Kesehatan (domain kesehatan) tidak dibahas di corpus.,Pendaftaran BPJS Kesehatan bagi warga transmigran memiliki prosedur khusus yang melibatkan koordin asi antara berbagai pihak terkait
flare,uq_0050,out_of_domain_mixing,Bagaimana prosedur perizinan usaha pariwisata di kawasan transmigrasi?,"Pariwisata hanya pernah muncul sebagai skenario kebijakan hasil generate SR di contoh kualitatif paper, bukan fakta dari dokumen sumber.",Prosedur perizinan usaha pariwisata di kawasan transmig Next sentence:rasi umumnya melibatkan
flare,uq_0051,out_of_domain_mixing,Apa syarat pendirian sekolah menengah kejuruan di kawasan transmigrasi?,Pendidikan formal (SMK) tidak dibahas di corpus.,Pendirian sekolah menengah kejuruan di kawasan transmigrasi memiliki beberapa ...persyaratan yang harus dipenuhi
flare,uq_0052,out_of_domain_mixing,Bagaimana skema investasi pembangkit listrik tenaga surya di kawasan transmigrasi?,Energi terbarukan tidak dibahas di corpus.,Skema investasi pembangkit listrik tenaga surya (PLTS) Next sentence: Sk
flare,uq_0053,out_of_domain_mixing,Apa prosedur perizinan eksplorasi minyak dan gas bumi di kawasan transmigrasi?,Migas tidak dibahas di corpus.,Prosedur perizinan eksplorasi minyak dan gas bumi di kawasan transmigrasi melalui beberapa tahapan dengan pengumpulan data primer dan pengumpulan data sekunder.
flare,uq_0054,out_of_domain_mixing,Bagaimana ketentuan pembangunan jalan tol yang melintasi kawasan transmigrasi?,Infrastruktur jalan tol tidak dibahas di corpus.,Ketentuan pembangunan jalan tol yang melintasi kawasan transmigrasi diatur Next sentence: dalam peraturan perundang
flare,uq_0056,out_of_domain_mixing,Bagaimana prosedur izin usaha perikanan tangkap laut dalam bagi warga transmigran?,Perikanan tangkap laut dalam berbeda dari budidaya udang tambak yang ada di corpus.,"Untuk warga transmigran, prosedur izin usaha perikanan tangkap laut Next sentence: dalam melibatkan beberapa"
flare,uq_0057,out_of_domain_mixing,Apa ketentuan perbankan syariah untuk pembiayaan usaha transmigran?,Perbankan syariah tidak dibahas di corpus.,Perbankan syariah memiliki ketentuan khusus untuk pembiayaan usaha transmig Berikut adalah prediksi kalimat selanjutnya:
flare,uq_0059,out_of_domain_mixing,Apa syarat pendirian rumah sakit tipe C di kawasan transmigrasi?,Fasilitas kesehatan tingkat lanjut (RS tipe C) tidak dibahas di corpus.,Pendirian rumah sakit tipe C di kawasan transmigrasi memiliki sejumlah syarat yang harus dip
flare,uq_0060,out_of_domain_mixing,Bagaimana prosedur sertifikasi halal untuk produk olahan komoditas di kawasan transmigrasi?,Sertifikasi halal tidak dibahas di corpus.,Prosedur sertifikasi halal untuk produk olahan komoditas di kawasan trans migrasi melibatkan beberapa tahapan utama
ircot,uq_0001,province_not_in_corpus,Berapa luas total kawasan transmigrasi yang berstatus Mandiri di Provinsi Bali?,"Bali tidak ada di corpus (province coverage: Sultra, Sulteng, Sulbar, Kalsel, Sumut, Kalbar, Papua, Sumsel, Maluku, Kalteng, Sulsel, Sulut, NTT, Kaltim).",Luas total kawasan transmigrasi berstatus Mandiri di Provinsi Bali
ircot,uq_0003,province_not_in_corpus,Sebutkan daftar kawasan transmigrasi yang berada di Provinsi Jawa Tengah beserta status IPKT-nya.,Jawa Tengah tidak ada di corpus.,daftar kawasan transmigrasi di Provinsi Jawa Tengah dan status IPKT-nya
ircot,uq_0004,province_not_in_corpus,"Berapa jumlah penduduk di kawasan transmigrasi Kabupaten Karawang, Provinsi Jawa Barat?",Jawa Barat/Karawang tidak ada di corpus.,"kawasan transmigrasi Kabupaten Karawang, Jawa Barat"
ircot,uq_0005,province_not_in_corpus,"Apa kriteria penetapan kawasan transmigrasi ""Makmur Jaya"" di Provinsi Nusa Tenggara Barat?",NTB tidak ada di corpus (hanya NTT yang tercakup); nama kawasan fiktif.,"definisi kriteria K-1, K-2"
ircot,uq_0006,province_not_in_corpus,Bandingkan status kawasan transmigrasi di Provinsi Aceh dan Provinsi Riau berdasarkan IPKT 2023.,Aceh dan Riau tidak ada di corpus.,"IPKT 2023 Kawasan Transmigrasi Provinsi Aceh
 IPKT 2023 Kawasan Transmigrasi Provinsi Riau"
ircot,uq_0007,province_not_in_corpus,Apa saja program layanan transmigrasi yang tersedia di Provinsi DI Yogyakarta?,"DIY tidak ada di corpus (layanan_* files yang ada: Grobogan, Bondowoso, Sleman, Solo).",program layanan transmigrasi yang spesifik tersedia di Provinsi DI Yogyakarta atau oleh pemerintah Provinsi DI Yogyakarta
ircot,uq_0008,province_not_in_corpus,"Berapa skor IPKT kawasan transmigrasi ""Sejahtera Mulya"" di Provinsi Lampung?",Lampung tidak ada di corpus; nama kawasan fiktif.,"skor IPKT kawasan transmigrasi ""Sejahtera Mulya"" Lampung"
ircot,uq_0009,province_not_in_corpus,Sebutkan desa-desa target di kawasan transmigrasi Provinsi Sumatera Barat.,Sumatera Barat tidak ada di corpus (hanya Sumut & Sumsel).,"desa-desa target di Kawasan Transmigrasi Muara Takung–Kamang Baru dari [1]
 desa-desa target di Kawasan Transmigrasi Lunang Silaut dari [2]"
ircot,uq_0010,province_not_in_corpus,Apa status pembangunan kawasan transmigrasi di Provinsi Kepulauan Riau tahun 2024?,Kepulauan Riau tidak ada di corpus.,status pembangunan kawasan transmigrasi Provinsi Kepulauan Riau 2024
ircot,uq_0011,province_not_in_corpus,Bagaimana prioritas intervensi untuk kawasan transmigrasi di Provinsi Bangka Belitung?,Bangka Belitung tidak ada di corpus.,Prioritas intervensi kawasan transmigrasi secara umum
ircot,uq_0012,province_not_in_corpus,"Berapa hektare luas kawasan transmigrasi ""Tunas Harapan"" di Provinsi Gorontalo?",Gorontalo tidak ada di corpus; nama kawasan fiktif.,"luas kawasan transmigrasi ""Tunas Harapan"" Gorontalo"
ircot,uq_0013,province_not_in_corpus,Apa status IPKT dan jumlah rumah tangga di kawasan transmigrasi Provinsi Papua Barat Daya?,"Papua Barat Daya (provinsi hasil pemekaran 2022) tidak ada di corpus, walau 'Papua' (provinsi induk lama) ada — sengaja mirip untuk menguji false-positive retrieval.","status IPKT dan jumlah rumah tangga di Kawasan Transmigrasi Klamono-Segun, Provinsi Papua Barat Daya"
ircot,uq_0014,province_not_in_corpus,Sebutkan komoditas unggulan di kawasan transmigrasi Provinsi Papua Pegunungan.,Papua Pegunungan (provinsi pemekaran) tidak ada di corpus.,The retrieved evidence [3] states that in various transmigration destination areas
ircot,uq_0015,province_not_in_corpus,Berapa jumlah desa dengan status IDM Berkembang di kawasan transmigrasi Provinsi Banten?,Banten tidak ada di corpus.,Jumlah desa dengan status IDM Berkembang di kawasan transmigrasi Provinsi Banten
ircot,uq_0016,regulation_not_covered,Apa isi Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian?,"UU yang ada di corpus adalah UU No. 29/2009, bukan UU No. 15/1997.",Isi pokok Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian
